Id,SalePrice
1461,121847.67289976854
1462,158512.20307016114
1463,194328.52438437447
1464,186725.65286101287
1465,183426.73726618453
1466,175440.32587580392
1467,169824.94862917805
1468,170516.61742019336
1469,174715.30535394006
1470,127844.44642647084
1471,205393.15502651513
1472,91029.31562895227
1473,93963.52020668265
1474,149217.94633329427
1475,114838.39787820479
1476,376569.89945273794
1477,252326.55916765783
1478,298274.7420268979
1479,291147.34013387875
1480,480315.08448512986
1481,336342.06427704147
1482,201449.87600854947
1483,190237.74595492706
1484,168452.22917762888
1485,182598.31835645862
1486,195690.01142169314
1487,345157.7250487486
1488,232448.34203586957
1489,208829.43357025852
1490,228334.6502503651
1491,194424.01526792682
1492,93608.66278870832
1493,183879.38066029074
1494,299640.4762830581
1495,301385.1421545585
1496,240763.8005327523
1497,182357.10862670597
1498,155208.9587998502
1499,157596.05971482018
1500,163871.39907027635
1501,177146.50475662362
1502,148403.7429311806
1503,292042.7321851744
1504,231848.6812472566
1505,224602.1699397348
1506,176287.52574713266
1507,255646.04884168517
1508,186141.54051153015
1509,161038.7591291443
1510,153201.28803219777
1511,146087.5269079216
1512,168630.0182283191
1513,145399.97614236976
1514,162307.74740219978
1515,189557.94498211105
1516,145596.28608396053
1517,148502.6197892425
1518,130127.41632128845
1519,228874.1026324565
1520,138052.34573370396
1521,141050.02193574837
1522,162277.60076540883
1523,116407.16825710428
1524,121597.68011322523
1525,123295.82906119926
1526,123592.96981619798
1527,101920.48785417424
1528,122833.2622315953
1529,148298.14712777644
1530,161173.30394714922
1531,113902.85829152269
1532,94456.93083567444
1533,140928.04587417102
1534,116994.04164508589
1535,153027.13155061757
1536,115379.81412428193
1537,76702.9877643601
1538,150564.5007832269
1539,186170.8985062654
1540,101688.73950690262
1541,133617.95901335462
1542,133486.2695666478
1543,198448.79038374947
1544,81704.39585062383
1545,105719.16001909871
1546,125174.55398385183
1547,136425.03903985032
1548,128047.80486034039
1549,108191.26009798545
1550,141568.61195131813
1551,108313.63741389656
1552,148578.2233287912
1553,149947.09786211807
1554,113624.18980025347
1555,176393.7041889395
1556,89772.04328742233
1557,108746.00520992024
1558,92055.65975433557
1559,112933.89944500588
1560,138660.5253562414
1561,153904.58395337308
1562,121640.30649677242
1563,125520.78457636497
1564,163423.31795952743
1565,150927.9164179779
1566,227720.64375307568
1567,72554.99170098302
1568,213538.20827468403
1569,146617.3640845096
1570,138280.46282329876
1571,123658.32491776378
1572,140746.2251777257
1573,239668.46452142927
1574,119965.67406462091
1575,221820.51347165316
1576,229525.07790709301
1577,200602.10305661842
1578,135747.14088370616
1579,151593.13980697756
1580,184338.4277270016
1581,146260.47266198997
1582,127241.35658500911
1583,350986.43293519935
1584,236709.92416859965
1585,139448.6433066232
1586,71896.82105764741
1587,102110.27702150907
1588,146155.9528031854
1589,99837.34639143638
1590,133372.54089356936
1591,95265.89185999807
1592,122207.25777662962
1593,123103.37392006245
1594,135249.54920551516
1595,115880.93110908361
1596,223858.4283408278
1597,171409.60472470024
1598,187019.888913397
1599,162603.33420746334
1600,166632.65099775523
1601,66646.79475826463
1602,109242.91802956213
1603,100768.47734943315
1604,272751.73565187224
1605,243563.17831293572
1606,171144.99260667633
1607,157581.81911245378
1608,216822.57870569444
1609,193204.3460376208
1610,167265.48924640068
1611,145784.6101935704
1612,180375.3252169779
1613,174406.05379152257
1614,119182.94073310339
1615,89049.2733083632
1616,77788.94322633752
1617,86945.30142523136
1618,121651.425317809
1619,135939.19309256072
1620,179120.1551245678
1621,133355.3347661642
1622,140438.70479280927
1623,287498.9500172518
1624,217785.58692443618
1625,118136.455035208
1626,162115.96829538862
1627,188067.56710865648
1628,273291.74002639455
1629,183220.6442444971
1630,360028.4358526271
1631,200444.91352642784
1632,235059.8241802869
1633,175405.93994408962
1634,195490.65646485434
1635,180707.04993241277
1636,165399.68466823664
1637,202070.49250835506
1638,197538.08152399067
1639,177058.2274110214
1640,243892.970356516
1641,171576.56590970964
1642,232606.08967675822
1643,220703.92404871172
1644,228468.11908241845
1645,184154.2664344284
1646,161937.32812403253
1647,154540.5035329522
1648,140339.11620589052
1649,133532.94956099908
1650,125138.26330769461
1651,119232.99314398156
1652,93626.17302374625
1653,97549.30504146845
1654,152123.1886434551
1655,145084.05694586196
1656,150205.39575184157
1657,153363.47812350257
1658,147549.80751690708
1659,123054.52631089588
1660,153210.91249388238
1661,467917.0680588259
1662,371895.95535409276
1663,370016.3267804833
1664,457642.51672636374
1665,308798.16471372027
1666,327832.3082515592
1667,361829.11534433643
1668,330897.51942581066
1669,293804.6746187431
1670,344794.61782293295
1671,265757.583150205
1672,502807.1012489869
1673,298660.69603229547
1674,238811.043837557
1675,193509.38171292748
1676,195116.68799204103
1677,220825.50663791556
1678,454029.59252239
1679,399022.3400121738
1680,346542.3542007433
1681,233699.50342245278
1682,301068.8142018395
1683,178850.8457235225
1684,169279.47622978778
1685,170149.49830555863
1686,169591.20921771534
1687,166632.47896104294
1688,190016.74858891862
1689,196642.53607166346
1690,187867.54132532736
1691,181311.25282077104
1692,255072.83771106682
1693,177531.8471466822
1694,184177.69827870835
1695,169771.46213053254
1696,287927.82760732184
1697,168508.0768311535
1698,354475.7061851444
1699,346168.2866280177
1700,256827.18151543755
1701,272822.06840314023
1702,264758.31583272654
1703,266534.71379579866
1704,294575.23520368495
1705,220624.97630604813
1706,478866.8745959485
1707,226322.65673467278
1708,216735.4010235242
1709,266508.91304058523
1710,215984.32259824724
1711,272450.13187159185
1712,265514.65145407093
1713,274577.21153588593
1714,225894.49212698542
1715,206483.29237594028
1716,178674.66169503378
1717,164430.31063727368
1718,131620.08006277494
1719,198924.84925147038
1720,238432.32874801633
1721,160834.5436570419
1722,131681.6423590873
1723,166903.9118573756
1724,216505.33664692484
