Id,SalePrice
1461,145391.1875
1462,190282.34375
1463,227451.21875
1464,211438.046875
1465,202715.875
1466,191896.421875
1467,195214.6875
1468,187873.5
1469,194922.25
1470,151230.0625
1471,230021.96875
1472,108838.0390625
1473,110149.140625
1474,168745.203125
1475,133602.5625
1476,404132.9375
1477,276912.25
1478,314438.4375
1479,309321.8125
1480,515674.3125
1481,365039.28125
1482,223664.734375
1483,216479.609375
1484,186618.15625
1485,209934.921875
1486,215658.046875
1487,389944.34375
1488,253080.640625
1489,237498.890625
1490,257081.046875
1491,216446.15625
1492,111699.71875
1493,213361.328125
1494,321289.09375
1495,329787.0625
1496,266776.71875
1497,205552.28125
1498,177858.265625
1499,182097.40625
1500,188330.40625
1501,206433.75
1502,160568.34375
1503,336747.28125
1504,259826.5625
1505,250035.09375
1506,199970.859375
1507,282033.96875
1508,206487.890625
1509,191273.015625
1510,180408.625
1511,169922.953125
1512,192388.78125
1513,170577.921875
1514,199015.03125
1515,219943.40625
1516,166971.03125
1517,174062.90625
1518,147573.90625
1519,256386.671875
1520,161871.546875
1521,167277.84375
1522,188026.046875
1523,137512.296875
1524,146001.984375
1525,146832.109375
1526,143456.875
1527,119767.640625
1528,144912.5
1529,181116.09375
1530,185484.015625
1531,119574.8828125
1532,111734.34375
1533,165240.578125
1534,141989.609375
1535,183169.265625
1536,134884.328125
1537,84741.6484375
1538,180036.515625
1539,219951.796875
1540,114507.7109375
1541,157222.734375
1542,157710.046875
1543,242043.671875
1544,94145.40625
1545,129804.859375
1546,150722.09375
1547,162864.5625
1548,156654.296875
1549,130749.5859375
1550,169190.921875
1551,122152.4453125
1552,175362.203125
1553,196169.28125
1554,137074.453125
1555,205345.375
1556,101284.15625
1557,128626.5390625
1558,108863.4765625
1559,136753.25
1560,161893.765625
1561,193460.875
1562,141147.953125
1563,150436.890625
1564,190104.78125
1565,171879.21875
1566,268313.75
1567,79595.5703125
1568,232657.9375
1569,165233.953125
1570,162104.96875
1571,141959.421875
1572,166277.421875
1573,269001.9375
1574,136173.859375
1575,250677.828125
1576,252484.71875
1577,229219.390625
1578,158314.015625
1579,186559.4375
1580,204631.4375
1581,176629.578125
1582,151203.8125
1583,390053.3125
1584,258764.234375
1585,162434.75
1586,82203.0703125
1587,120130.953125
1588,173355.203125
1589,118043.6953125
1590,158889.390625
1591,112553.25
1592,141024.4375
1593,151022.515625
1594,170278.53125
1595,133870.90625
1596,261422.5
1597,203078.671875
1598,217999.234375
1599,183892.140625
1600,182820.578125
1601,76337.0859375
1602,131381.9375
1603,132666.1875
1604,285755.25
1605,262997.90625
1606,202720.515625
1607,178125.609375
1608,238313.40625
1609,217972.203125
1610,191996.171875
1611,167961.21875
1612,199324.640625
1613,197538.984375
1614,140555.578125
1615,109506.765625
1616,90495.5859375
1617,104927.171875
1618,146271.53125
1619,162465.109375
1620,209285.046875
1621,151417.671875
1622,164070.71875
1623,321927.0625
1624,236722.828125
1625,138732.84375
1626,182023.796875
1627,214242.578125
1628,300726.78125
1629,214294.890625
1630,415414.75
1631,227278.1875
1632,259204.359375
1633,200844.09375
1634,223509.515625
1635,202350.046875
1636,188080.375
1637,237141.296875
1638,218949.53125
1639,201468.140625
1640,275238.03125
1641,196605.671875
1642,263868.65625
1643,242584.65625
1644,259915.53125
1645,208210.625
1646,192598.609375
1647,178510.96875
1648,164313.890625
1649,154832.46875
1650,148660.859375
1651,142019.546875
1652,111707.1796875
1653,118654.296875
1654,172778.359375
1655,166464.484375
1656,171835.625
1657,175999.015625
1658,163773.375
1659,145537.53125
1660,179947.421875
1661,514642.59375
1662,409104.625
1663,386463.90625
1664,500066.15625
1665,332899.28125
1666,341657.40625
1667,389742.09375
1668,348110.71875
1669,319475.40625
1670,365005.5
1671,284099.625
1672,569954.6875
1673,316376.15625
1674,252514.328125
1675,216345.046875
1676,215877.609375
1677,253529.0
1678,481878.5
1679,421404.03125
1680,379663.34375
1681,249357.375
1682,309855.03125
1683,191034.375
1684,184300.859375
1685,185964.71875
1686,186775.375
1687,185519.03125
1688,209633.625
1689,223570.265625
1690,211105.796875
1691,203818.296875
1692,283239.09375
1693,204709.90625
1694,208171.109375
1695,192938.53125
1696,320788.21875
1697,193700.140625
1698,391045.15625
1699,384879.03125
1700,284788.09375
1701,300228.15625
1702,294510.8125
1703,290315.59375
1704,318229.59375
1705,239006.6875
1706,536249.1875
1707,260875.09375
1708,246777.546875
1709,296578.46875
1710,236356.9375
1711,301827.78125
1712,290390.9375
1713,295984.8125
1714,255167.03125
1715,234446.921875
1716,205701.5
1717,187327.46875
1718,160351.046875
1719,215327.796875
1720,262356.84375
1721,185432.71875
1722,162446.515625
1723,196213.0625
1724,241701.828125
1725,277361.5625
1726,216746.09375
1727,184926.40625
1728,204561.390625
1729,194423.953125
1730,170057.828125
1731,143076.375
1732,155196.59375
1733,146236.9375
1734,154896.125
1735,158434.25
1736,147747.671875
1737,318660.25
1738,245949.578125
1739,302258.40625
1740,283556.90625
1741,211876.671875
1742,204018.015625
1743,197129.859375
1744,328248.3125
1745,258286.421875
1746,185290.234375
1747,245492.15625
1748,261829.953125
1749,193592.46875
1750,149094.046875
1751,262035.03125
1752,143063.0
1753,173585.8125
1754,202216.15625
1755,205633.84375
1756,160817.375
1757,147842.671875
1758,168385.921875
1759,209880.859375
1760,190772.390625
1761,158629.28125
1762,206116.046875
1763,199216.5
1764,134960.375
1765,203930.875
1766,191952.421875
1767,212987.875
1768,180934.828125
1769,184428.5
1770,162662.3125
1771,157082.46875
1772,148330.890625
1773,167156.96875
1774,148428.390625
1775,162189.234375
1776,152442.34375
1777,145322.5625
1778,162381.625
1779,131795.8125
1780,186815.09375
1781,159363.625
1782,107882.359375
1783,171194.4375
1784,141079.1875
1785,150334.203125
1786,163218.921875
1787,185459.59375
1788,67088.4765625
1789,102727.6796875
1790,97049.9140625
1791,186892.78125
1792,178839.5
1793,150349.125
1794,160770.453125
1795,158234.625
1796,138306.28125
1797,127619.359375
1798,147731.328125
1799,136076.109375
1800,159670.765625
1801,155121.265625
1802,141706.484375
1803,167120.46875
1804,169487.265625
1805,159589.015625
1806,142240.890625
1807,150792.546875
1808,133620.265625
1809,151400.046875
1810,183291.40625
1811,118404.7109375
1812,112421.7265625
1813,143839.5
1814,118551.7109375
1815,64114.703125
1816,123673.21875
1817,139463.5
1818,188325.734375
1819,142247.40625
1820,88522.6796875
1821,124826.3984375
1822,160805.578125
1823,71566.875
1824,159542.296875
1825,155993.71875
1826,124332.15625
1827,118935.9453125
1828,160868.3125
1829,120130.3828125
1830,170532.546875
1831,155709.828125
1832,96461.5859375
1833,167965.0625
1834,143762.84375
1835,151581.796875
1836,144713.078125
1837,111005.2109375
1838,159104.703125
1839,107874.9453125
1840,219618.734375
1841,175630.15625
1842,112368.671875
1843,161122.40625
1844,155760.03125
1845,162172.375
1846,176507.328125
1847,193816.359375
1848,72895.703125
1849,130367.46875
1850,140364.15625
1851,176422.171875
1852,132904.0
1853,172033.703125
1854,188471.453125
1855,177143.75
1856,228009.15625
1857,190547.484375
1858,164211.453125
1859,140466.0625
1860,183358.375
1861,138594.25
1862,296979.53125
1863,274218.59375
1864,274208.90625
1865,340543.28125
1866,362513.6875
1867,250609.0
1868,306104.375
1869,224280.328125
1870,263984.4375
1871,270245.9375
1872,190516.59375
1873,254642.1875
1874,152918.03125
1875,235798.359375
1876,228359.9375
1877,232152.171875
1878,251925.734375
1879,149825.25
1880,160276.140625
1881,262973.3125
1882,272418.25
1883,223520.171875
1884,239848.34375
1885,256417.96875
1886,324258.625
1887,218515.859375
1888,301562.21875
1889,168415.46875
1890,158837.875
1891,159467.15625
1892,118568.5546875
1893,163709.515625
1894,154121.65625
1895,164899.75
1896,145858.78125
1897,136722.734375
1898,128555.78125
1899,168965.65625
1900,160505.265625
1901,204613.875
1902,165391.609375
1903,242408.671875
1904,164814.0625
1905,218962.0625
1906,207384.640625
1907,210815.078125
1908,131622.09375
1909,169057.046875
1910,136987.28125
1911,255426.09375
1912,329885.84375
1913,159461.375
1914,102063.546875
1915,370546.03125
1916,75840.3203125
1917,288407.375
1918,160447.734375
1919,184093.40625
1920,173086.75
1921,468213.09375
1922,341609.84375
1923,225208.171875
1924,255887.875
1925,224268.78125
1926,446507.09375
1927,157462.234375
1928,180718.75
1929,153544.21875
1930,170765.421875
1931,175141.75
1932,154807.21875
1933,197753.484375
1934,195308.359375
1935,207374.765625
1936,214728.59375
1937,210483.0
1938,213736.875
1939,243633.53125
1940,204183.078125
1941,195657.34375
1942,222353.15625
1943,224218.734375
1944,377827.375
1945,454089.9375
1946,195815.828125
1947,396145.5
1948,200636.953125
1949,282966.9375
1950,194177.6875
1951,269681.0625
1952,229338.5625
1953,207302.59375
1954,201905.140625
1955,153852.03125
1956,297251.84375
1957,180174.953125
1958,358521.3125
1959,159772.515625
1960,131333.578125
1961,155594.9375
1962,113600.6796875
1963,126894.1015625
1964,134447.421875
1965,171574.765625
1966,159278.6875
1967,313352.6875
1968,501371.6875
1969,415987.625
1970,485908.09375
1971,409732.46875
1972,417860.75
1973,275061.96875
1974,320049.625
1975,534539.6875
1976,285468.4375
1977,389041.34375
1978,401774.96875
1979,365956.0
1980,222892.859375
1981,369172.5
1982,243904.828125
1983,223513.5625
1984,190635.625
1985,239067.328125
1986,229330.46875
1987,198628.609375
1988,199639.875
1989,208824.703125
1990,244435.75
1991,259357.671875
1992,240244.84375
1993,180322.265625
1994,234253.828125
1995,200486.421875
1996,274562.1875
1997,339428.875
1998,393061.5625
1999,280855.375
2000,356467.875
2001,308415.1875
2002,263130.09375
2003,291248.75
2004,295477.71875
2005,227199.734375
2006,262456.1875
2007,260354.390625
2008,249456.09375
2009,234290.46875
2010,204287.09375
2011,171805.140625
2012,202803.859375
2013,198423.1875
2014,210226.21875
2015,209882.46875
2016,227045.296875
2017,227052.875
2018,144710.171875
2019,148201.515625
2020,134854.234375
2021,137087.390625
2022,212613.65625
2023,168744.71875
2024,283586.40625
2025,404987.53125
2026,196382.859375
2027,180579.03125
2028,167650.765625
2029,208077.625
2030,296279.9375
2031,251319.59375
2032,257398.0
2033,281844.40625
2034,191362.234375
2035,229010.296875
2036,213202.6875
2037,212587.09375
2038,314079.09375
2039,253411.28125
2040,302148.90625
2041,300151.71875
2042,226370.296875
2043,194193.421875
2044,198034.125
2045,240771.234375
2046,158706.140625
2047,163785.5625
2048,155924.859375
2049,154211.921875
2050,199960.171875
2051,120122.1328125
2052,161767.6875
2053,170977.4375
2054,97580.1171875
2055,179150.0
2056,159764.296875
2057,142499.8125
2058,267496.15625
2059,155272.09375
2060,205970.4375
2061,182118.953125
2062,162081.15625
2063,134465.5
2064,169732.96875
2065,138317.21875
2066,178418.046875
2067,126687.09375
2068,150588.046875
2069,96584.5625
2070,136293.390625
2071,113696.1640625
2072,146310.453125
2073,159084.53125
2074,201187.4375
2075,160774.59375
2076,148932.609375
2077,176149.46875
2078,156722.59375
2079,148378.28125
2080,138966.953125
2081,153590.0625
2082,164904.78125
2083,166161.0625
2084,130255.7421875
2085,153632.09375
2086,152478.6875
2087,135839.21875
2088,114987.0234375
2089,92363.125
2090,153894.296875
2091,156171.15625
2092,145476.34375
2093,145895.375
2094,115308.1171875
2095,161925.421875
2096,90291.96875
2097,119833.3359375
2098,172877.078125
2099,75663.7578125
2100,106363.96875
2101,142812.859375
2102,140168.1875
2103,132331.078125
2104,139401.0
2105,149293.09375
2106,84933.6484375
2107,254969.765625
2108,130674.046875
2109,136632.265625
2110,151109.53125
2111,165485.953125
2112,172411.140625
2113,148257.203125
2114,130034.5703125
2115,173601.546875
2116,139451.53125
2117,174565.453125
2118,154099.75
2119,131284.734375
2120,143347.0625
2121,110285.046875
2122,131992.15625
2123,109935.6796875
2124,181994.8125
2125,146812.65625
2126,171530.4375
2127,172613.171875
2128,169581.03125
2129,111615.3828125
2130,176421.828125
2131,154783.3125
2132,133257.71875
2133,135271.171875
2134,142871.15625
2135,104943.3828125
2136,102830.40625
2137,146626.96875
2138,146925.546875
2139,184316.328125
2140,163922.296875
2141,154127.828125
2142,153553.140625
2143,166932.828125
2144,136458.421875
2145,157599.6875
2146,183258.03125
2147,155527.59375
2148,156722.59375
2149,176955.984375
2150,271152.34375
2151,119099.6171875
2152,210243.859375
2153,160706.078125
2154,138469.140625
2155,159277.171875
2156,310184.40625
2157,259770.5625
2158,263229.5
2159,216385.6875
2160,174104.25
2161,257834.078125
2162,433036.21875
2163,394730.9375
2164,260758.6875
2165,229554.96875
2166,162333.0
2167,230909.921875
2168,232742.265625
2169,218390.640625
2170,255411.953125
2171,173028.0
2172,155403.34375
2173,199393.078125
2174,254521.28125
2175,333181.3125
2176,397831.40625
2177,266192.71875
2178,211835.859375
2179,172393.546875
2180,262596.65625
2181,207025.796875
2182,247337.125
2183,219079.234375
2184,153370.9375
2185,147917.703125
2186,158653.78125
2187,178607.859375
2188,179472.0
2189,275098.9375
2190,100093.7578125
2191,98781.6953125
2192,117446.984375
2193,131350.984375
2194,136548.640625
2195,129402.5390625
2196,113685.5390625
2197,138399.953125
2198,185683.125
2199,206213.953125
2200,166249.984375
2201,155566.59375
2202,245741.390625
2203,161761.96875
2204,227402.84375
2205,137507.046875
2206,187312.28125
2207,251591.046875
2208,290210.40625
2209,273025.28125
2210,145773.6875
2211,127373.2578125
2212,137819.109375
2213,127303.5546875
2214,158410.53125
2215,127359.1640625
2216,167539.515625
2217,81440.3203125
2218,117734.515625
2219,113310.59375
2220,119985.8828125
2221,368865.625
2222,326442.375
2223,364141.875
2224,230027.890625
2225,144317.125
2226,239391.296875
2227,219634.4375
2228,286960.96875
2229,258089.203125
2230,193095.171875
2231,230417.390625
2232,200548.953125
2233,199967.421875
2234,242372.375
2235,239610.109375
2236,280042.3125
2237,381511.15625
2238,224416.828125
2239,132589.78125
2240,187425.9375
2241,185879.609375
2242,141308.78125
2243,147703.15625
2244,121937.5859375
2245,115264.796875
2246,170331.15625
2247,124585.328125
2248,146845.140625
2249,146868.25
