Id,Probability
1,0.06683645800608688
2,0.03935770401557247
3,0.0149899544313629
4,0.07608567950719058
5,0.1567642813461437
6,0.02872433398928851
7,0.04575303632502844
8,0.04147844113802558
9,0.00483699687898327
10,0.17099033034207942
11,0.01404794182083426
12,0.024837280633071994
13,0.009276587945801384
14,0.060414075780532664
15,0.048823423637167795
16,0.02060085190934565
17,0.0261702820733406
18,0.018798157611969173
19,0.22864449316551416
20,0.08965610567228638
21,0.010469431760274326
22,0.011417850062850685
23,0.007140299996348086
24,0.48710888815305287
25,0.061123047802527995
26,0.018235387185439204
27,0.10220730650597484
28,0.007305074530387562
29,0.053297845661982285
30,0.024579177658282242
31,0.05626232755748686
32,0.007279074017507321
33,0.014450893255013378
34,0.06415857793147653
35,0.30240606194181324
36,0.05949872881522589
37,0.039222298716535625
38,0.01398904506604665
39,0.014602343017386327
40,0.051925122787450394
41,0.2530677617800495
42,0.25520219802805477
43,0.10405299919229313
44,0.009006497343676633
45,0.046870295315688815
46,0.0041916273630200306
47,0.004209141101071286
48,0.017809217511133534
49,0.018935641189050362
50,0.028121435022014547
51,0.017406686944117743
52,0.0219733564888984
53,0.01116741885832238
54,0.052265968736280616
55,0.020201276375599066
56,0.0663506061385284
57,0.006925531881198951
58,0.13037020765478666
59,0.08928921566737852
60,0.08903963128737935
61,0.026936170028754865
62,0.008372442701403277
63,0.03071980637533417
64,0.012640622010844822
65,0.018920044206024958
66,0.019025409586508227
67,0.017146303551971453
68,0.22157174861180434
69,0.007763072671165446
70,0.2513415926004872
71,0.015319611691324779
72,0.08762855609080059
73,0.006800088207359755
74,0.21846992298299373
75,0.015337019797074136
76,0.03949655815306908
77,0.09186692130264668
78,0.04605167675962851
79,0.023668057649138055
80,0.021710595328008647
81,0.012988584293994646
82,0.012710046874735991
83,0.04819484862326707
84,0.007911759401309379
85,0.02367970013866541
86,0.01589459104453946
87,0.05970005304052442
88,0.01085825836916803
89,0.04602196715492108
90,0.027659839593526615
91,0.051178735054291366
92,0.015623201726515044
93,0.013085788228528048
94,0.018416451433807234
95,0.006721785122316339
96,0.11776888699537214
97,0.02999699389617969
98,0.0847243620757118
99,0.015114868404804107
100,0.020623144313061684
101,0.05056223307302409
102,0.08242216263186256
103,0.006537366302605548
104,0.05548637762261789
105,0.07137297530614635
106,0.03305801384178899
107,0.3315058077887585
108,0.014824879591748736
109,0.0074860735195415185
110,0.021383293229745234
111,0.018632184158397964
112,0.039621869548927297
113,0.02984632821114817
114,0.4856569927021492
115,0.12007808653304324
116,0.013302456417872553
117,0.005192836997634779
118,0.1083102233358972
119,0.015494324718938565
120,0.009770796278048267
121,0.01082404972027579
122,0.05541208462447658
123,0.011213640287025203
124,0.5459861453390764
125,0.010768236924305525
126,0.01999294120431308
127,0.006704567065436855
128,0.017463277439620433
129,0.006623137266783971
130,0.0522947349737755
131,0.029400874837423444
132,0.07630078258241677
133,0.006922462418899899
134,0.09743127291120243
135,0.15026774733998066
136,0.008042260689417467
137,0.17665816383465505
138,0.039680241934263644
139,0.007379686678614678
140,0.01781110032810418
141,0.005493370269092093
142,0.016237456719078582
143,0.005623576242724678
144,0.018906493691339708
145,0.33294888814400453
146,0.013690598528973048
147,0.005335256846045115
148,0.11519013922743852
149,0.008736134851411517
150,0.0455511266792928
151,0.0054049273844773635
152,0.014941086887908735
153,0.007523736300200033
154,0.011387013121286621
155,0.016200511332082012
156,0.019805527185987843
157,0.05570659371153564
158,0.007382674475118333
159,0.0675573647663244
160,0.02060904624048426
161,0.005470578354570866
162,0.016513395511650902
163,0.015419836827453397
164,0.051226008615793406
165,0.015406282076607356
166,0.01690483387448759
167,0.5784122662991655
168,0.025136866682258983
169,0.19563379077691395
170,0.012345965825772843
171,0.004968202037073193
172,0.019720220195232133
173,0.0171164483715657
174,0.04987501936244288
175,0.018421298671508365
176,0.23689904522033456
177,0.023177967329493638
178,0.11064243946834541
179,0.013523078093822744
180,0.012473443626278818
181,0.05958989947556236
182,0.010525149860404245
183,0.016062720083252085
184,0.016193230764249347
185,0.1331284051537877
186,0.0069869136996986575
187,0.009869964561152765
188,0.027699267595216386
189,0.049762710610524466
190,0.023056900587165086
191,0.01724886172713208
192,0.03688584461287225
193,0.011818052811405397
194,0.07804968494196546
195,0.013203590355454237
196,0.03007783198733474
197,0.007442778384613397
198,0.011457859629526997
199,0.009285238355036756
200,0.009544715590965057
201,0.07963134977336551
202,0.02718648155483233
203,0.3189795841447036
204,0.038641185395792074
205,0.015260644716500096
206,0.006225929180560753
207,0.02270964957746191
208,0.007236403768324465
209,0.07730814224304774
210,0.004820673130982368
211,0.20952763360825638
212,0.024851397068908855
213,0.021079915332087265
214,0.008854527439235382
215,0.01960881179850865
216,0.07614989957531154
217,0.00995908402663587
218,0.077952221039923
219,0.012309244571920347
220,0.004718679894326972
221,0.020799593540963755
222,0.014980945275805523
223,0.01670132389264617
224,0.011095915523619377
225,0.013264551875872919
226,0.07099643743329578
227,0.011393090457905253
228,0.0686340190599326
229,0.10054350203643228
230,0.3973705712841651
231,0.2217491955420332
232,0.011651037491680935
233,0.010415623032271434
234,0.013930771535522826
235,0.005956350381330496
236,0.1820671816512247
237,0.03415795752294931
238,0.004143197300294842
239,0.021084791686368305
240,0.018251996562633904
241,0.04461004247136567
242,0.013449863303916412
243,0.007356002513833677
244,0.021354043517736856
245,0.08273325853491978
246,0.012770903882766856
247,0.040297032040230864
248,0.007205878197779059
249,0.017090116192294114
250,0.2736138998521048
251,0.02658174045454898
252,0.2534692900123902
253,0.006309732205219511
254,0.08727893909279913
255,0.004271038211583747
256,0.00895017505605749
257,0.04012081799421788
258,0.17879186910753944
259,0.052877400996748376
260,0.1553917278507068
261,0.013492271495997986
262,0.021235432316658618
263,0.00547145552843077
264,0.05939077338717748
265,0.0848136141832618
266,0.01720543879155237
267,0.07201048708134365
268,0.05969697976009408
269,0.24178804320158448
270,0.007747193813182132
271,0.02258463842521305
272,0.0449800455491879
273,0.006753919344087847
274,0.01586816175578614
275,0.009653755761248328
276,0.026124337010198916
277,0.01485641111724402
278,0.009623983548829583
279,0.06665120558150744
280,0.020641727193058963
281,0.5809228275249664
282,0.04632444646364299
283,0.05854088250863848
284,0.00704191653492159
285,0.0146853660864926
286,0.010284361081721326
287,0.01604341560134067
288,0.04002698528104097
289,0.09274680150192678
290,0.08860452095230527
291,0.2651265146669914
292,0.0070348054432744535
293,0.03188949928477318
294,0.010969591273768948
295,0.005185398587630782
296,0.028276112113569417
297,0.010617194104478724
298,0.02487421326434026
299,0.005487491396705472
300,0.006670863180144045
301,0.06503756841194505
302,0.009133679672073909
303,0.009838764965369682
304,0.01114814733793892
305,0.39880329214683735
306,0.03229748788049647
307,0.00514610933335193
308,0.16142185118174118
309,0.25858537008041566
310,0.016207956952919603
311,0.4889812518368555
312,0.02155843319965214
313,0.27391509912005274
314,0.04581808979815946
315,0.047194066260980196
316,0.0813881491182313
317,0.30110045813499325
318,0.00901740264410246
319,0.01005271181235385
320,0.07946210398337616
321,0.10746841551790084
322,0.0176904185789488
323,0.013778257166358537
324,0.011779767054504751
325,0.09071598075690683
326,0.009218404091707374
327,0.01611427345594797
